Código,Familia,Materia,Sexo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
848,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto simple por un valor de media a menos de 4 UTM,Hombres,283,294,412,341,350,338,400,396,291,379,362,402
849,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Apropiación de cables de tendido eléctrico o de comunicaciones,Hombres,4,3,5,4,3,2,0,0,4,1,2,0
851,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio de bosques,Hombres,3,3,0,1,0,0,0,0,0,0,2,4
853,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto de bienes pertenecientes a redes de suministro público,Hombres,6,3,4,6,8,8,11,5,1,3,2,5
854,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio con peligro para las personas,Hombres,8,14,7,2,4,1,5,5,3,2,5,3
855,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio solo con daños o sin peligro de propagación,Hombres,28,35,19,10,10,6,9,5,10,12,7,25
856,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Apropiación indebida,Hombres,20,31,34,21,27,40,33,42,25,37,32,28
858,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con fuerza de cajeros automáticos,Hombres,1,0,0,0,0,0,0,0,1,0,0,0
861,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con lesiones graves,Hombres,0,2,0,0,0,0,0,0,1,0,0,0
862,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con retención de víctimas o lesiones graves,Hombres,1,4,0,0,0,1,4,0,3,4,4,3
864,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Receptación cometida por persona jurídica,Hombres,0,0,0,0,0,0,0,1,0,0,0,1
867,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,"Robo de vehículo motorizado por sorpresa, violencia o intimidación",Hombres,39,42,58,28,25,56,42,47,32,31,46,50
868,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo de vehículo utilizando elementos distractivos,Hombres,0,0,0,0,0,1,0,0,0,0,0,0
869,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Receptación de vehículos motorizados,Hombres,694,598,851,650,644,602,680,614,558,645,569,538
871,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto con ocasión de calamidad o alteración al orden público,Hombres,0,1,0,0,0,0,0,0,0,0,0,0
877,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Porte de elementos para provocar incendio o estragos,Hombres,1,2,0,1,1,0,0,0,0,0,0,0
891,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Sustracción de madera,Hombres,18,24,73,56,58,56,82,51,81,83,68,49
892,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Sustracción de madera. Persona jurídica,Hombres,0,2,3,2,3,4,3,0,3,5,0,0
896,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Posesión o tenencia ilegítima de madera,Hombres,0,1,0,1,2,1,0,0,3,0,0,0
899,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Otros delitos contra la propiedad,Hombres,174,186,216,214,233,214,216,189,222,217,205,170
901,DE LOS CUASIDELITOS,Cuasidelito de lesiones,Hombres,374,369,423,377,399,340,366,317,325,335,329,319
905,DE LOS CUASIDELITOS,Cuasidelito de homicidio,Hombres,12,20,12,15,11,21,22,11,17,6,16,4
910,DE LOS CUASIDELITOS,Cuasidelito de lesiones cometido por profesionales de la salud,Hombres,0,1,0,0,0,0,0,0,0,0,0,0
999,DE LOS CUASIDELITOS,Otros de los cuasidelitos,Hombres,26,12,10,10,10,18,8,18,12,20,11,9
1002,HECHOS DE RELEVANCIA CRIMINAL,Muertes y hallazgo de cadáver,Hombres,0,0,0,0,2,0,2,0,0,0,0,0
1006,HECHOS DE RELEVANCIA CRIMINAL,Hallazgo de vehículo,Hombres,1,1,2,0,0,3,4,2,0,1,2,0
1018,HECHOS DE RELEVANCIA CRIMINAL,Hallazgo de drogas,Hombres,8,2,4,1,2,0,1,0,3,0,2,6
1099,HECHOS DE RELEVANCIA CRIMINAL,Otros hechos que no constituyan delito/3,Hombres,236,221,337,315,275,269,208,267,244,256,207,223
2005,DELITOS INFORMÁTICOS,Acceso ilícito,Hombres,0,0,0,0,0,0,0,1,0,0,0,0
3099,LEY GENERAL DE BANCOS,Otros delitos Ley General de Bancos,Hombres,0,0,0,0,0,0,0,0,0,0,0,1
4099,LEY DE CUENTAS CORRIENTES BANCARIAS Y CHEQUES,Otros delitos Ley de Cuentas Corrientes Bancarias y Cheques,Hombres,0,0,0,0,0,0,0,0,1,0,0,0
5001,DELITOS TRIBUTARIOS,Delitos que contempla el Código Tributario,Hombres,1,0,1,0,0,0,0,0,0,0,0,0
5002,DELITOS TRIBUTARIOS,Comercio clandestino,Hombres,0,0,1,2,0,1,0,0,1,3,0,1
7001,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Elaboración ilegal de drogas o sustancias sicotrópicas,Hombres,2,2,2,1,3,4,0,2,2,1,0,0
7006,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Cultivo/cosecha de especies vegetales productoras de estupefacientes,Hombres,59,87,136,46,26,10,7,8,6,11,14,19
7007,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tráfico ilícito de drogas,Hombres,248,186,340,351,391,337,328,305,265,247,256,257
7014,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Asociaciones ilícitas Ley de drogas,Hombres,0,0,0,1,0,0,0,0,2,0,2,0
7031,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Producción y tráfico por desvío de precursores,Hombres,0,1,3,0,3,0,5,0,0,0,0,0
7032,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Suministro indebido de drogas,Hombres,0,0,0,0,1,0,0,0,0,0,0,0
7033,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,"Prescripción médica abusiva de drogas, estupefacientes o sicotrópicas",Hombres,0,0,0,0,0,0,0,0,0,0,0,0
7037,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Microtráfico (tráfico de pequeñas cantidades),Hombres,584,495,785,799,835,796,645,721,646,641,600,519
7043,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tolerancia al tráfico o consumo de drogas,Hombres,0,0,0,1,0,0,1,0,0,0,0,0
7044,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tráfico de especies vegetales,Hombres,6,3,4,4,2,6,1,3,1,2,1,15
7046,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Delitos cometidos por personal militar y gente de mar,Hombres,0,0,0,1,0,0,0,0,0,0,0,0
7047,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Conspiración de Ley 20.000 ,Hombres,6,2,8,6,8,3,5,2,1,8,0,0
7050,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Uso malicioso de identidad anterior,Hombres,0,0,1,0,0,0,0,0,0,0,0,0
7053,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,"Abandonar en lugar de fácil acceso plantas, semillas u otras",Hombres,0,0,0,0,0,0,0,0,0,1,0,0
7054,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Suministro de estupefacientes sin consentimiento,Hombres,0,0,0,0,0,0,0,1,0,0,0,0
7099,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Otros delitos de la Ley 20.000,Hombres,65,59,135,134,141,114,111,126,89,105,85,68
8003,PROPIEDAD Y PRIVILEGIOS INDUSTRIALES,Demás delitos contra Ley de Propiedad Industrial,Hombres,19,8,20,15,25,12,19,14,7,10,7,32
9002,PROPIEDAD INTELECTUAL,Falsificación de obras protegidas por Ley de Propiedad Intelectual,Hombres,1,0,1,0,0,0,0,0,0,0,1,0
9003,PROPIEDAD INTELECTUAL,Venta ilícita de obras protegidas por Ley de Propiedad Intelectual,Hombres,0,1,1,0,0,2,1,1,1,1,0,1
9099,PROPIEDAD INTELECTUAL,Demás delitos contemplados en la Ley de Propiedad Intelectual,Hombres,5,0,3,2,2,1,2,4,5,7,7,8
10001,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Posesión, tenencia o porte de armas sujetas a control",Hombres,21,33,55,55,77,44,55,45,19,47,47,46
10008,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Porte de arma prohibida,Hombres,27,24,23,40,21,25,19,33,22,17,13,19
10009,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Posesión o tenencia de armas prohibidas,Hombres,3,12,14,14,11,12,13,13,9,7,8,7
10010,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Tráfico de armas,Hombres,0,0,0,0,0,0,0,4,0,0,0,0
10013,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Posesión o tenencia de armas de guerra, química, biológica o nuclear",Hombres,0,0,0,0,0,1,0,0,0,0,0,0
10016,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Disparos injustificados en la vía pública,Hombres,3,7,6,5,8,3,0,5,4,7,9,5
10037,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Accionar fuegos artificiales, pirotécnicos o similares sin autorización",Hombres,2,3,1,2,1,6,4,5,4,7,5,2
10038,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Posesión de fuegos artificiales,Hombres,11,4,11,8,10,3,1,7,6,14,11,35
10099,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Otros delitos de la Ley de Control de Armas,Hombres,193,161,238,233,246,135,152,206,204,184,185,208
11004,LEY ORGÁNICA DE INVESTIGACIONES,Amenazar simple o condicionalmente u ofender públicamente a personal de la Policía de Investigaciones,Hombres,0,0,0,0,1,3,3,0,1,4,0,3
11005,LEY ORGÁNICA DE INVESTIGACIONES,"Falsificación de placas, tarjetas, timbres y sellos de Investigaciones",Hombres,3,1,1,3,4,3,3,0,0,3,4,1
11102,LEY ORGÁNICA DE GENDARMERÍA,Maltrato de obra a gendarme en el desempeño de sus funciones,Hombres,0,0,0,2,0,1,0,0,0,1,0,0
11103,LEY ORGÁNICA DE GENDARMERÍA,Amenaza a gendarme en el desempeño de sus funciones,Hombres,0,2,0,1,1,1,1,0,1,0,1,0
11104,LEY ORGÁNICA DE GENDARMERÍA,Ingreso ilegítimo de aparatos de comunicaciones y tecnológicos a centros penitenciarios,Hombres,1,1,3,1,1,2,1,2,1,1,1,1
12072,LEY DE TRÁNSITO,Falsificación de licencia de conducir y otras falsificaciones,Hombres,47,25,45,36,36,43,45,38,29,36,34,35
12073,LEY DE TRÁNSITO,Accidente con resultado de muerte o lesiones graves,Hombres,177,162,192,219,209,205,172,149,147,152,134,200
12074,LEY DE TRÁNSITO,Conducción sin la licencia debida,Hombres,521,408,708,589,666,690,596,604,572,636,518,501
12077,LEY DE TRÁNSITO,No dar cuenta de accidente de tránsito,Hombres,4,5,7,4,3,1,5,7,3,1,3,5
12078,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol con o sin daños o lesiones leves,Hombres,171,178,200,181,193,185,213,198,306,209,154,233
12079,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando lesiones menos graves,Hombres,6,1,2,3,8,9,0,3,2,2,5,8
12184,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando lesiones graves gravísimas,Hombres,11,13,16,8,6,10,11,5,8,13,10,13
12185,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando muerte,Hombres,0,1,3,3,0,1,1,3,0,1,0,3
14004,LEY DE TRÁNSITO,Conducción estado de ebriedad con suspensión de licencia,Hombres,33,38,39,42,39,36,39,43,43,32,41,34
14005,LEY DE TRÁNSITO,Negativa a efectuarse examen,Hombres,3,0,1,1,1,1,0,0,0,0,0,1
14006,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de muerte,Hombres,10,8,6,8,7,2,9,6,5,3,5,8
14007,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de lesiones graves gravísimas,Hombres,15,12,14,10,10,3,9,11,6,7,8,12
14008,LEY DE TRÁNSITO,Conducción estado de ebriedad con resultado de lesiones graves,Hombres,55,44,42,62,49,42,37,40,44,36,30,41
14009,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de lesiones menos graves,Hombres,32,25,30,31,25,21,32,30,23,27,19,27
14020,LEY DE TRÁNSITO,Cuasidelito vehículo motorizado,Hombres,100,60,84,70,78,62,59,81,61,75,75,79
14021,LEY DE TRÁNSITO,Marcharse del sitio del suceso sin prestar auxilio a la víctima,Hombres,0,1,6,6,5,2,3,4,4,6,4,8
14022,LEY DE TRÁNSITO,Ocultamiento de placa patente,Hombres,264,155,295,300,297,243,233,263,91,14,22,19
14052,LEY DE TRÁNSITO,Conducción estado de ebriedad con o sin daños o lesiones leves,Hombres,1505,1354,1428,1664,1562,1598,1625,1604,1761,1391,1230,1505
14056,LEY DE TRÁNSITO,Atentado a vehículo motorizado en circulación con objeto contundente u otro semejante,Hombres,0,0,4,1,2,1,0,0,2,3,4,1
14057,LEY DE TRÁNSITO,Conducir vehículo durante la vigencia de alguna sanción impuesta,Hombres,52,56,69,44,55,52,46,52,48,72,53,49
14060,LEY DE TRÁNSITO,Otros delitos contra la Ley de tránsito,Hombres,122,112,136,156,130,156,138,132,177,149,155,126
14066,LEY DE TRÁNSITO,Lesionar o amenazar a fiscalizador de transportes,Hombres,0,0,0,0,0,1,0,0,0,0,0,0
14087,LEY DE TRÁNSITO,Conducción en carreras no autorizadas con o sin daños o lesiones leves,Hombres,0,10,1,0,0,1,1,0,0,1,1,0
14089,LEY DE TRÁNSITO,Conducción en carreras no autorizadas causando lesiones gravísimas o la muerte ,Hombres,0,0,0,0,0,0,0,0,0,1,0,0
14090,LEY DE TRÁNSITO,Organizar carreras no autorizadas,Hombres,0,0,1,0,0,1,0,3,0,1,0,1
14091,LEY DE TRÁNSITO,Facilitar vehículos motorizados para la participación en carreras clandestinas,Hombres,1,1,2,0,0,0,0,0,0,0,1,0
14092,LEY DE TRÁNSITO,Sobrepasar en 60 km/h los límites fijados de velocidad máxima,Hombres,4,7,13,17,11,13,14,13,9,19,6,22
12010,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción Ley Mataderos Clandestinos,Hombres,0,1,0,0,0,0,5,0,6,0,3,2
12022,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones Ley de Pesca,Hombres,0,0,2,10,2,16,1,6,5,3,3,8
12023,INFRACCIÓN A OTROS TEXTOS LEGALES,Pesca ilegal,Hombres,3,1,1,2,8,2,1,3,0,1,7,3
12031,INFRACCIÓN A OTROS TEXTOS LEGALES,Falsificación de billetes,Hombres,2,3,4,6,3,1,7,4,1,1,2,3
12032,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ley del Banco Central,Hombres,1,1,0,0,0,0,0,0,0,0,0,0
12051,INFRACCIÓN A OTROS TEXTOS LEGALES,Contrabando. Infracción a la Ordenanza de Aduanas,Hombres,88,65,133,136,152,155,136,165,164,168,116,158
12052,INFRACCIÓN A OTROS TEXTOS LEGALES,Fraude aduanero. Infracción a la Ordenanza de Aduanas,Hombres,6,1,4,1,3,7,3,3,7,1,1,1
12053,INFRACCIÓN A OTROS TEXTOS LEGALES,Receptación aduanera. Infracción a la Ordenanza de Aduanas,Hombres,2,1,4,3,12,19,13,12,6,19,20,9
12054,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones a la Ordenanza de Aduanas,Hombres,14,8,22,21,14,10,19,25,8,11,10,11
12055,INFRACCIÓN A OTROS TEXTOS LEGALES,Contrabando de especies exóticas,Hombres,0,0,1,0,0,2,0,0,0,0,0,0
12081,INFRACCIÓN A OTROS TEXTOS LEGALES,Maltrato de obra a carabineros ,Hombres,96,105,118,96,105,85,96,85,74,76,122,83
12082,INFRACCIÓN A OTROS TEXTOS LEGALES,Amenazas a carabineros,Hombres,119,107,151,141,133,134,121,143,152,138,119,132
12086,INFRACCIÓN A OTROS TEXTOS LEGALES,"Matar a carabinero en ejercicio de sus funciones, Código Justicia Militar",Hombres,0,0,2,0,0,0,0,1,0,0,0,0
12087,INFRACCIÓN A OTROS TEXTOS LEGALES,"Traición, espionaje y demás delitos contra la soberanía y seguridad exterior del Estado",Hombres,0,0,0,0,0,0,0,0,0,1,0,0
12088,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso de uniforme o insignias de Fuerzas Armadas o Carabineros de Chile,Hombres,0,0,1,0,0,0,0,0,0,0,0,0
12089,INFRACCIÓN A OTROS TEXTOS LEGALES,Otras infracciones al Código Justicia Militar,Hombres,2,3,3,2,5,5,0,3,5,3,6,2
12123,INFRACCIÓN A OTROS TEXTOS LEGALES,Robo o hurto de material de guerra,Hombres,0,0,0,0,0,0,0,0,0,0,0,0
12132,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción Ley General de Telecomunicaciones,Hombres,1,0,9,0,1,0,0,0,0,0,0,0
12133,INFRACCIÓN A OTROS TEXTOS LEGALES,Lavado de dinero persona natural,Hombres,0,0,0,0,0,2,0,0,0,0,0,0
12136,INFRACCIÓN A OTROS TEXTOS LEGALES,Enseñanza no autorizada de artes marciales,Hombres,4,0,2,2,0,0,1,1,0,1,0,0
12137,INFRACCIÓN A OTROS TEXTOS LEGALES,Corte o destrucción de árboles o arbustos Ley de Bosques,Hombres,1,0,0,2,0,0,2,4,1,2,1,0
12138,INFRACCIÓN A OTROS TEXTOS LEGALES,Caza y comercialización de especies prohibidas,Hombres,3,0,0,2,1,0,0,0,0,0,0,1
12139,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones al Código Aeronáutico,Hombres,0,0,0,5,1,2,2,0,1,1,2,2
12143,INFRACCIÓN A OTROS TEXTOS LEGALES,Transporte o distribución de gas e instalaciones clandestinas,Hombres,0,0,0,0,0,0,0,0,0,0,0,1
12144,INFRACCIÓN A OTROS TEXTOS LEGALES,Interrupción de servicio eléctrico,Hombres,1,0,0,0,0,0,0,0,0,0,0,0
12146,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción a la Ley Orgánica Constitucional sobre votaciones populares y escrutinios,Hombres,0,0,0,0,11,0,0,0,0,0,0,17
12149,INFRACCIÓN A OTROS TEXTOS LEGALES,Desacato,Hombres,468,451,590,538,600,564,600,579,602,604,524,474
12150,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso ilícito del fuego,Hombres,1,4,0,1,1,0,0,0,1,1,1,3
12151,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso fraudulento de tarjetas o medios de pago,Hombres,0,3,3,0,3,4,1,1,2,1,0,1
12157,INFRACCIÓN A OTROS TEXTOS LEGALES,Obstrucción a la justicia con ocasión de tratamiento de ADN,Hombres,0,0,1,0,0,0,1,0,0,0,1,0
12159,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contenidos en Leyes de Prenda Especiales,Hombres,0,0,0,1,0,0,0,0,0,0,0,0
12163,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos relativos al pago de pensiones alimenticias,Hombres,9,2,3,5,10,11,9,8,3,9,11,4
12170,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contra la Ley de Bosque Nativo,Hombres,3,0,3,0,1,0,1,0,0,1,1,0
12171,INFRACCIÓN A OTROS TEXTOS LEGALES,"Fabricación, acopio o comercialización de hilo curado",Hombres,0,0,0,0,0,0,0,0,2,0,0,0
12172,INFRACCIÓN A OTROS TEXTOS LEGALES,"Uso, facilitación o transporte de hilo curado",Hombres,0,0,0,0,0,0,0,3,2,0,0,0
12182,INFRACCIÓN A OTROS TEXTOS LEGALES,Daños a monumentos nacionales,Hombres,0,2,0,1,0,0,0,1,5,1,1,2
12187,INFRACCIÓN A OTROS TEXTOS LEGALES,Fraudes en transacciones electrónicas,Hombres,0,0,0,0,0,0,0,0,0,0,0,0
12999,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contemplados en otros textos legales,Hombres,32,50,20,34,28,4,12,15,10,36,19,33
13049,INFRACCIÓN A OTROS TEXTOS LEGALES,Obstrucción a la investigación de delito o infracción de la Ley de violencia en los estadios,Hombres,0,0,0,1,0,0,2,0,0,0,0,0
13051,INFRACCIÓN A OTROS TEXTOS LEGALES,Otros delitos sobre Ley sobre violencia en los estadios,Hombres,2,2,11,6,5,4,7,10,8,6,7,4
15007,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos de la Ley de seguridad interior del Estado contra el orden público y la normalidad de las actividades nacionales,Hombres,2,0,0,1,0,0,0,0,0,0,0,0
16403,INFRACCIÓN A OTROS TEXTOS LEGALES,Asociación ilícita para ejercer el comercio ilegal,Hombres,0,0,0,0,0,0,0,0,0,0,0,0
22412,INFRACCIÓN A OTROS TEXTOS LEGALES,Tráfico de residuos peligrosos,Hombres,0,0,0,0,0,0,1,0,1,4,1,0
22600,INFRACCIÓN A OTROS TEXTOS LEGALES,Desatender el llamado a reclutamiento,Hombres,0,0,0,0,0,0,0,0,0,0,0,1
23300,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley sobre Juzgado de Policía Local,Hombres,0,0,0,0,0,0,1,0,0,0,0,0
23785,INFRACCIÓN A OTROS TEXTOS LEGALES,Homicidio a funcionario de las fuerzas armadas en desempeño de funciones de resguardo de la seguridad pública,Hombres,0,0,0,0,0,0,2,0,0,0,1,0
23900,SISTEMAS DE INSCRIPCIONES ELECTORALES Y SERVICIO ELECTORAL,Infracciones a la Ley orgánica constitucional sobre sistemas de inscripciones electorales y servicio electoral,Hombres,0,0,0,0,4,0,0,0,0,0,0,11
20003,CONDUCTAS TERRORISTAS,Atentado contra Jefe de Estado o autoridad pública,Hombres,2,5,2,4,2,4,3,3,0,2,2,4
20004,CONDUCTAS TERRORISTAS,Atentado explosivo o incendiario,Hombres,1,0,1,0,0,1,0,0,5,7,1,0
21002,LIBERTAD DE OPINIÓN E INFORMACIÓN,Ultraje público a las buenas costumbres por medios de comunicación social,Hombres,0,0,1,0,0,0,0,0,0,0,0,0
21099,LIBERTAD DE OPINIÓN E INFORMACIÓN,Otras faltas y delitos de la Ley 19.733,Hombres,0,0,0,0,0,0,0,0,0,0,0,1
22100,VIOLENCIA INTRAFAMILIAR,Maltrato habitual (violencia intrafamiliar),Hombres,26,24,28,40,23,33,25,41,31,35,42,45
22101,VIOLENCIA INTRAFAMILIAR,Incumplimiento reiterado de pago de pensión alimenticia,Hombres,7,4,5,6,5,6,4,4,2,4,2,2
22410,INFRACCIONES A LA LEY DE DEFENSA DE LA LIBRE COMPETENCIA,Ocultación o entrega de información falsa a Fiscalía Nacional Económica,Hombres,0,1,0,1,0,0,0,1,0,0,0,1
13021,FALTAS,Ofensas al pudor,Hombres,15,11,5,6,6,6,9,7,11,6,10,6
13023,FALTAS,Alterar el orden público,Hombres,0,0,1,0,0,0,0,0,0,1,0,0
13025,FALTAS,Dejar animales sueltos,Hombres,0,0,0,0,0,0,1,0,0,0,0,0
13026,FALTAS,Arrojamiento de piedras u otros objetos,Hombres,1,0,1,1,0,4,1,0,1,2,0,1
13027,FALTAS,Daño (falta),Hombres,1,1,2,0,1,0,2,0,0,0,0,1
13028,FALTAS,Hurto (falta),Hombres,1253,1110,1479,1277,1421,1441,1451,1567,1287,1399,1414,1415
13030,FALTAS,Amenaza con arma (falta),Hombres,156,131,124,128,117,141,114,125,140,119,120,117
13031,FALTAS,Falta de respeto a la autoridad pública,Hombres,33,23,42,44,43,27,24,30,43,26,35,34
13033,FALTAS,Riña pública,Hombres,390,426,439,433,424,422,453,417,410,448,369,468
13035,FALTAS,Desórdenes en espectáculos públicos,Hombres,0,1,0,1,3,2,1,0,1,1,2,0
13052,FALTAS,Ocultación de identidad en control investigativo,Hombres,30,28,44,30,53,30,29,28,36,28,31,32
13053,FALTAS,Ocultación de identidad en control preventivo,Hombres,84,75,131,102,78,75,80,87,77,87,74,76
13097,FALTAS,Otras faltas Código Penal,Hombres,10,11,10,20,12,15,13,21,25,14,11,8
13100,FALTAS,Impedir ejercicio de funciones a inspectores municipales,Hombres,0,0,0,0,0,1,0,0,0,0,2,1
13101,FALTAS,Transporte de desechos a vertederos clandestinos,Hombres,0,0,0,0,0,1,0,0,0,0,0,0
